"Especie","Nome_Comum","Categoria"
"Chiroxiphia pareola","tangara-principe","Pouco Preocupante"
"Chiroxiphia regina","tangara-de-coroa-amarela",NA
"Chiroxiphia caudata","tangara","Pouco Preocupante"
"Antilophia bokermanni","soldadinho-do-araripe","Em Perigo Crítico"
"Antilophia galeata","soldadinho","Pouco Preocupante"
"Xenopipo uniformis","dancarino-olivaceo","Pouco Preocupante"
"Xenopipo atronitens","pretinho","Pouco Preocupante"
"Lepidothrix coronata","uirapuru-de-chapeu-azul","Pouco Preocupante"
"Lepidothrix nattereri","uirapuru-de-chapeu-branco","Pouco Preocupante"
"Lepidothrix vilasboasi","dancador-de-coroa-dourada","Vulnerável"
"Lepidothrix iris","cabeca-de-prata","Vulnerável"
"Lepidothrix serena","uirapuru-estrela","Pouco Preocupante"
"Lepidothrix suavissima","dancador-do-tepui","Pouco Preocupante"
"Manacus manacus","rendeira","Pouco Preocupante"
"Heterocercus aurantiivertex","dancarino-de-crista-laranja","Pouco Preocupante"
"Heterocercus flavivertex","dancarino-de-crista-amarela","Pouco Preocupante"
"Heterocercus linteatus","coroa-de-fogo","Pouco Preocupante"
"Pipra aureola","uirapuru-vermelho","Pouco Preocupante"
"Pipra filicauda","rabo-de-arame","Pouco Preocupante"
"Pipra fasciicauda","uirapuru-laranja","Pouco Preocupante"
"Machaeropterus regulus","tangara-rajado","Pouco Preocupante"
"Machaeropterus striolatus","tangara-riscado","Pouco Preocupante"
"Machaeropterus pyrocephalus","uirapuru-cigarra","Pouco Preocupante"
"Pseudopipra pipra","cabeca-branca","Pouco Preocupante"
"Ceratopipra cornuta","dancador-de-crista","Pouco Preocupante"
"Ceratopipra erythrocephala","cabeca-de-ouro","Pouco Preocupante"
"Ceratopipra rubrocapilla","cabeca-encarnada","Pouco Preocupante"
"Ceratopipra chloromeros","dancador-de-cauda-graduada","Pouco Preocupante"
"Pipreola whitelyi","anambe-dos-tepuis","Pouco Preocupante"
"Carpornis cucullata","corocoxo","Quase Ameaçada"
"Carpornis melanocephala","sabia-pimenta","Vulnerável"
"Rupicola rupicola","galo-da-serra","Pouco Preocupante"
"Phoenicircus carnifex","saura","Pouco Preocupante"
"Phoenicircus nigricollis","saura-de-pescoco-preto","Pouco Preocupante"
"Phytotoma rutila","corta-ramos","Pouco Preocupante"
"Phibalura flavirostris","tesourinha-da-mata","Quase Ameaçada"
"Haematoderus militaris","anambe-militar","Pouco Preocupante"
"Querula purpurata","anambe-una","Pouco Preocupante"
"Pyroderus scutatus","pavo","Pouco Preocupante"
"Perissocephalus tricolor","mau","Pouco Preocupante"
"Cephalopterus ornatus","anambe-preto","Pouco Preocupante"
"Lipaugus streptophorus","cricrio-de-cinta-vermelha","Pouco Preocupante"
"Lipaugus vociferans","cricrio","Pouco Preocupante"
"Lipaugus lanioides","tropeiro-da-serra","Quase Ameaçada"
"Lipaugus ater","saudade","Quase Ameaçada"
"Lipaugus conditus","saudade-de-asa-cinza","Vulnerável"
"Procnias albus","araponga-da-amazonia","Pouco Preocupante"
"Procnias averano","araponga-do-nordeste","Pouco Preocupante"
"Procnias nudicollis","araponga","Vulnerável"
"Cotinga maynana","anambe-turquesa","Pouco Preocupante"
"Cotinga cayana","anambe-azul","Pouco Preocupante"
"Cotinga cotinga","anambe-de-peito-roxo","Pouco Preocupante"
"Cotinga maculata","crejoa","Em Perigo"
"Porphyrolaema porphyrolaema","anambe-de-garganta-encarnada","Pouco Preocupante"
"Gymnoderus foetidus","anambe-pombo","Pouco Preocupante"
"Conioptilon mcilhennyi","anambe-de-cara-preta","Pouco Preocupante"
"Xipholena punicea","anambe-roxo","Pouco Preocupante"
"Xipholena lamellipennis","anambe-de-rabo-branco","Quase Ameaçada"
"Xipholena atropurpurea","anambe-de-asa-branca","Em Perigo"
"Schiffornis major","flautim-ruivo","Pouco Preocupante"
"Schiffornis virescens","flautim","Pouco Preocupante"
"Schiffornis turdina","flautim-marrom","Pouco Preocupante"
"Schiffornis olivacea","flautim-olivaceo","Pouco Preocupante"
"Schiffornis amazonum","flautim-da-amazonia",NA
"Laniocera hypopyrra","chorona-cinza","Pouco Preocupante"
"Laniisoma elegans","chibante","Quase Ameaçada"
"Iodopleura isabellae","anambe-de-coroa","Pouco Preocupante"
"Iodopleura fusca","anambe-fusco","Pouco Preocupante"
"Iodopleura pipra","anambezinho","Em Perigo"
"Tityra inquisitor","anambe-branco-de-bochecha-parda","Pouco Preocupante"
"Tityra cayana","anambe-branco-de-rabo-preto","Pouco Preocupante"
"Tityra semifasciata","anambe-branco-de-mascara-negra","Pouco Preocupante"
"Pachyramphus viridis","caneleiro-verde","Pouco Preocupante"
"Pachyramphus xanthogenys","caneleiro-de-cara-amarela","Pouco Preocupante"
"Pachyramphus rufus","caneleiro-cinzento","Pouco Preocupante"
"Pachyramphus castaneus","caneleiro","Pouco Preocupante"
"Pachyramphus polychopterus","caneleiro-preto","Pouco Preocupante"
"Pachyramphus marginatus","caneleiro-bordado","Pouco Preocupante"
"Pachyramphus surinamus","caneleiro-da-guiana","Pouco Preocupante"
"Pachyramphus minor","caneleiro-pequeno","Pouco Preocupante"
"Pachyramphus validus","caneleiro-de-chapeu-preto","Pouco Preocupante"
"Xenopsaris albinucha","tijerila","Pouco Preocupante"
"Oxyruncus cristatus","araponga-do-horto","Pouco Preocupante"
"Onychorhynchus coronatus","maria-leque","Pouco Preocupante"
"Onychorhynchus swainsoni","maria-leque-do-sudeste","Vulnerável"
"Terenotriccus erythrurus","papa-moscas-uirapuru","Pouco Preocupante"
"Myiobius barbatus","assanhadinho","Pouco Preocupante"
"Myiobius atricaudus","assanhadinho-de-cauda-preta","Pouco Preocupante"
"Piprites chloris","papinho-amarelo","Pouco Preocupante"
"Piprites pileata","caneleirinho-de-chapeu-preto","Vulnerável"
"Neopipo cinnamomea","enferrujadinho","Pouco Preocupante"
"Platyrinchus saturatus","patinho-escuro","Pouco Preocupante"
"Platyrinchus mystaceus","patinho","Pouco Preocupante"
"Platyrinchus coronatus","patinho-de-coroa-dourada","Pouco Preocupante"
"Platyrinchus platyrhynchos","patinho-de-coroa-branca","Pouco Preocupante"
"Platyrinchus leucoryphus","patinho-de-asa-castanha","Vulnerável"
"Tachuris rubrigastra","papa-piri","Pouco Preocupante"
"Mionectes oleagineus","abre-asa","Pouco Preocupante"
"Mionectes roraimae","abre-asa-do-tepui","Pouco Preocupante"
"Mionectes macconnelli","abre-asa-da-mata","Pouco Preocupante"
"Mionectes rufiventris","abre-asa-de-cabeca-cinza","Pouco Preocupante"
"Leptopogon amaurocephalus","cabecudo","Pouco Preocupante"
"Corythopis torquatus","estalador-do-norte","Pouco Preocupante"
"Corythopis delalandi","estalador","Pouco Preocupante"
"Phylloscartes chapmani","barbudinho-do-tepui","Pouco Preocupante"
"Phylloscartes eximius","barbudinho","Quase Ameaçada"
"Phylloscartes ventralis","borboletinha-do-mato","Pouco Preocupante"
"Phylloscartes kronei","maria-da-restinga","Vulnerável"
"Phylloscartes beckeri","borboletinha-baiana","Em Perigo"
"Phylloscartes virescens","borboletinha-guianense","Pouco Preocupante"
"Phylloscartes nigrifrons","maria-de-testa-preta","Pouco Preocupante"
"Phylloscartes ceciliae","cara-pintada","Em Perigo"
"Phylloscartes roquettei","cara-dourada","Em Perigo"
"Phylloscartes paulista","nao-pode-parar","Quase Ameaçada"
"Phylloscartes oustaleti","papa-moscas-de-olheiras","Quase Ameaçada"
"Phylloscartes difficilis","estalinho","Quase Ameaçada"
"Phylloscartes sylviolus","maria-pequena","Quase Ameaçada"
"Rhynchocyclus olivaceus","bico-chato-grande","Pouco Preocupante"
"Tolmomyias sulphurescens","bico-chato-de-orelha-preta","Pouco Preocupante"
"Tolmomyias assimilis","bico-chato-da-copa","Pouco Preocupante"
"Tolmomyias sucunduri","bico-chato-do-sucunduri",NA
"Tolmomyias poliocephalus","bico-chato-de-cabeca-cinza","Pouco Preocupante"
"Tolmomyias flaviventris","bico-chato-amarelo","Pouco Preocupante"
"Taeniotriccus andrei","maria-bonita","Pouco Preocupante"
"Cnipodectes subbrunneus","flautim-pardo","Pouco Preocupante"
"Cnipodectes superrufus","flautim-rufo","Vulnerável"
"Todirostrum maculatum","ferreirinho-estriado","Pouco Preocupante"
"Todirostrum poliocephalum","teque-teque","Pouco Preocupante"
"Todirostrum cinereum","ferreirinho-relogio","Pouco Preocupante"
"Todirostrum pictum","ferreirinho-pintado","Pouco Preocupante"
"Todirostrum chrysocrotaphum","ferreirinho-de-sobrancelha","Pouco Preocupante"
"Poecilotriccus albifacies","ferreirinho-de-cara-branca","Pouco Preocupante"
"Poecilotriccus capitalis","maria-picaca","Pouco Preocupante"
"Poecilotriccus senex","maria-do-madeira","Pouco Preocupante"
"Poecilotriccus russatus","ferreirinho-ferrugem","Pouco Preocupante"
"Poecilotriccus plumbeiceps","tororo","Pouco Preocupante"
"Poecilotriccus fumifrons","ferreirinho-de-testa-parda","Pouco Preocupante"
"Poecilotriccus latirostris","ferreirinho-de-cara-parda","Pouco Preocupante"
"Poecilotriccus sylvia","ferreirinho-da-capoeira","Pouco Preocupante"
"Myiornis auricularis","miudinho","Pouco Preocupante"
"Myiornis ecaudatus","cacula","Pouco Preocupante"
"Hemitriccus cohnhafti","maria-sebinha-do-acre","Quase Ameaçada"
"Hemitriccus minor","maria-sebinha","Pouco Preocupante"
"Hemitriccus flammulatus","maria-de-peito-marchetado","Pouco Preocupante"
"Hemitriccus diops","olho-falso","Pouco Preocupante"
"Hemitriccus obsoletus","catraca","Pouco Preocupante"
"Hemitriccus josephinae","maria-bicudinha","Pouco Preocupante"
"Hemitriccus zosterops","maria-de-olho-branco","Pouco Preocupante"
"Hemitriccus griseipectus","maria-de-barriga-branca","Pouco Preocupante"
"Hemitriccus orbitatus","tiririzinho-do-mato","Quase Ameaçada"
"Hemitriccus iohannis","maria-peruviana","Pouco Preocupante"
"Hemitriccus striaticollis","sebinho-rajado-amarelo","Pouco Preocupante"
"Hemitriccus nidipendulus","tachuri-campainha","Pouco Preocupante"
"Hemitriccus margaritaceiventer","sebinho-de-olho-de-ouro","Pouco Preocupante"
"Hemitriccus inornatus","maria-da-campina","Pouco Preocupante"
"Hemitriccus minimus","maria-mirim","Pouco Preocupante"
"Hemitriccus mirandae","maria-do-nordeste","Vulnerável"
"Hemitriccus kaempferi","maria-catarinense","Em Perigo"
"Hemitriccus furcatus","papa-moscas-estrela","Vulnerável"
"Atalotriccus pilaris","maria-de-olho-claro","Pouco Preocupante"
"Lophotriccus vitiosus","maria-fiteira","Pouco Preocupante"
"Lophotriccus eulophotes","maria-topetuda","Pouco Preocupante"
"Lophotriccus galeatus","sebinho-de-penacho","Pouco Preocupante"
"Hirundinea ferruginea","gibao-de-couro","Pouco Preocupante"
"Zimmerius chicomendesi","poaieiro-de-chico-mendes","Quase Ameaçada"
"Zimmerius acer","poaieiro-da-guiana","Pouco Preocupante"
"Zimmerius gracilipes","poaieiro-de-pata-fina","Pouco Preocupante"
"Stigmatura napensis","papa-moscas-do-sertao","Pouco Preocupante"
"Stigmatura budytoides","alegrinho-balanca-rabo","Pouco Preocupante"
"Inezia inornata","alegrinho-do-chaco","Pouco Preocupante"
"Inezia subflava","amarelinho","Pouco Preocupante"
"Inezia caudata","amarelinho-da-amazonia","Pouco Preocupante"
"Euscarthmus meloryphus","barulhento","Pouco Preocupante"
"Euscarthmus rufomarginatus","maria-corruira","Quase Ameaçada"
"Tyranniscus burmeisteri","piolhinho-chiador","Pouco Preocupante"
"Ornithion inerme","poaieiro-de-sobrancelha","Pouco Preocupante"
"Camptostoma obsoletum","risadinha","Pouco Preocupante"
"Elaenia flavogaster","guaracava-de-barriga-amarela","Pouco Preocupante"
"Elaenia spectabilis","guaracava-grande","Pouco Preocupante"
"Elaenia ridleyana","cocoruta","Vulnerável"
"Elaenia chilensis","guaracava-de-crista-branca","Pouco Preocupante"
"Elaenia parvirostris","tuque-pium","Pouco Preocupante"
"Elaenia mesoleuca","tuque","Pouco Preocupante"
"Elaenia pelzelni","guaracava-do-rio","Pouco Preocupante"
"Elaenia cristata","guaracava-de-topete-uniforme","Pouco Preocupante"
"Elaenia chiriquensis","chibum","Pouco Preocupante"
"Elaenia ruficeps","guaracava-de-topete-vermelho","Pouco Preocupante"
"Elaenia obscura","tucao","Pouco Preocupante"
"Elaenia dayi","guaracava-dos-tepuis","Pouco Preocupante"
"Elaenia olivina","guaracava-serrana","Pouco Preocupante"
"Suiriri suiriri","suiriri-cinzento","Pouco Preocupante"
"Myiopagis gaimardii","maria-pechim","Pouco Preocupante"
"Myiopagis caniceps","guaracava-cinzenta","Pouco Preocupante"
"Myiopagis flavivertex","guaracava-de-penacho-amarelo","Pouco Preocupante"
"Myiopagis viridicata","guaracava-de-crista-alaranjada","Pouco Preocupante"
"Tyrannulus elatus","maria-te-viu","Pouco Preocupante"
"Pseudocolopteryx dinelliana","tricolino-pardo","Quase Ameaçada"
"Capsiempis flaveola","marianinha-amarela","Pouco Preocupante"
"Phaeomyias murina","bagageiro","Pouco Preocupante"
"Phyllomyias virescens","piolhinho-verdoso","Pouco Preocupante"
"Phyllomyias reiseri","piolhinho-do-grotao","Pouco Preocupante"
"Phyllomyias fasciatus","piolhinho","Pouco Preocupante"
"Phyllomyias griseiceps","piolhinho-de-cabeca-cinza","Pouco Preocupante"
"Phyllomyias griseocapilla","piolhinho-serrano","Quase Ameaçada"
"Mecocerculus leucophrys","alegrinho-de-garganta-branca","Pouco Preocupante"
"Culicivora caudacuta","papa-moscas-do-campo","Vulnerável"
"Polystictus pectoralis","papa-moscas-canela","Quase Ameaçada"
"Polystictus superciliaris","papa-moscas-de-costas-cinzentas","Pouco Preocupante"
"Pseudocolopteryx sclateri","tricolino","Pouco Preocupante"
"Pseudocolopteryx acutipennis","tricolino-olivaceo","Pouco Preocupante"
"Pseudocolopteryx flaviventris","amarelinho-do-junco","Pouco Preocupante"
"Serpophaga hypoleuca","alegrinho-do-rio","Pouco Preocupante"
"Serpophaga nigricans","joao-pobre","Pouco Preocupante"
"Serpophaga subcristata","alegrinho","Pouco Preocupante"
"Serpophaga griseicapilla","alegrinho-trinador","Pouco Preocupante"
"Attila phoenicurus","capitao-castanho","Pouco Preocupante"
"Attila cinnamomeus","tinguacu-ferrugem","Pouco Preocupante"
"Attila citriniventris","tinguacu-de-barriga-amarela","Pouco Preocupante"
"Attila bolivianus","bate-para","Pouco Preocupante"
"Attila rufus","capitao-de-saira","Pouco Preocupante"
"Attila spadiceus","capitao-de-saira-amarelo","Pouco Preocupante"
"Legatus leucophaius","bem-te-vi-pirata","Pouco Preocupante"
"Ramphotrigon megacephalum","maria-cabecuda","Pouco Preocupante"
"Ramphotrigon ruficauda","bico-chato-de-rabo-vermelho","Pouco Preocupante"
"Ramphotrigon fuscicauda","maria-de-cauda-escura","Pouco Preocupante"
"Myiarchus tuberculifer","maria-cavaleira-pequena","Pouco Preocupante"
"Myiarchus swainsoni","irre","Pouco Preocupante"
"Myiarchus ferox","maria-cavaleira","Pouco Preocupante"
"Myiarchus tyrannulus","maria-cavaleira-de-rabo-enferrujado","Pouco Preocupante"
"Sirystes albocinereus","gritador-de-sobre-branco","Pouco Preocupante"
"Sirystes subcanescens","gritador-da-guiana","Pouco Preocupante"
"Sirystes sibilator","gritador","Pouco Preocupante"
"Rhytipterna simplex","vissia","Pouco Preocupante"
"Rhytipterna immunda","vissia-cantor","Pouco Preocupante"
"Casiornis rufus","maria-ferrugem","Pouco Preocupante"
"Casiornis fuscus","caneleiro-enxofre","Pouco Preocupante"
"Pitangus sulphuratus","bem-te-vi","Pouco Preocupante"
"Philohydor lictor","bentevizinho-do-brejo","Pouco Preocupante"
"Machetornis rixosa","suiriri-cavaleiro","Pouco Preocupante"
"Myiodynastes luteiventris","bem-te-vi-de-barriga-sulfurea","Pouco Preocupante"
"Myiodynastes maculatus","bem-te-vi-rajado","Pouco Preocupante"
"Tyrannopsis sulphurea","suiriri-de-garganta-rajada","Pouco Preocupante"
"Megarynchus pitangua","neinei","Pouco Preocupante"
"Myiozetetes cayanensis","bentevizinho-de-asa-ferruginea","Pouco Preocupante"
"Myiozetetes similis","bentevizinho-de-penacho-vermelho","Pouco Preocupante"
"Myiozetetes granadensis","bem-te-vi-de-cabeca-cinza","Pouco Preocupante"
"Myiozetetes luteiventris","bem-te-vi-barulhento","Pouco Preocupante"
"Tyrannus albogularis","suiriri-de-garganta-branca","Pouco Preocupante"
"Tyrannus melancholicus","suiriri","Pouco Preocupante"
"Tyrannus monachus","tesourinha-do-norte",NA
"Tyrannus savana","tesourinha","Pouco Preocupante"
"Tyrannus tyrannus","suiriri-valente","Pouco Preocupante"
"Tyrannus dominicensis","suiriri-cinza","Pouco Preocupante"
"Griseotyrannus aurantioatrocristatus","peitica-de-chapeu-preto","Pouco Preocupante"
"Empidonomus varius","peitica","Pouco Preocupante"
"Conopias trivirgatus","bem-te-vi-pequeno","Pouco Preocupante"
"Conopias parvus","bem-te-vi-da-copa","Pouco Preocupante"
"Guyramemua affine","suiriri-da-chapada","Quase Ameaçada"
"Sublegatus obscurior","sertanejo-escuro","Pouco Preocupante"
"Sublegatus modestus","guaracava-modesta","Pouco Preocupante"
"Colonia colonus","viuvinha","Pouco Preocupante"
"Arundinicola leucocephala","freirinha","Pouco Preocupante"
"Fluvicola pica","lavadeira-do-norte","Pouco Preocupante"
"Fluvicola albiventer","lavadeira-de-cara-branca","Pouco Preocupante"
"Fluvicola nengeta","lavadeira-mascarada","Pouco Preocupante"
"Pyrocephalus rubinus","principe","Pouco Preocupante"
"Muscipipra vetula","tesoura-cinzenta","Pouco Preocupante"
"Gubernetes yetapa","tesoura-do-brejo","Pouco Preocupante"
"Heteroxolmis dominicanus","noivinha-de-rabo-preto","Vulnerável"
"Alectrurus tricolor","galito","Vulnerável"
"Alectrurus risora","tesoura-do-campo","Vulnerável"
"Myiophobus fasciatus","filipe","Pouco Preocupante"
"Scotomyias roraimae","filipe-do-tepui","Pouco Preocupante"
"Ochthornis littoralis","maria-da-praia","Pouco Preocupante"
"Cnemotriccus fuscatus","guaracavucu","Pouco Preocupante"
"Lathrotriccus euleri","enferrujado","Pouco Preocupante"
"Empidonax alnorum","papa-moscas-de-alder","Pouco Preocupante"
"Contopus cooperi","piui-boreal","Quase Ameaçada"
"Contopus fumigatus","piui-de-topete","Pouco Preocupante"
"Contopus virens","piui-verdadeiro-do-leste","Pouco Preocupante"
"Contopus cinereus","papa-moscas-cinzento","Pouco Preocupante"
"Contopus sordidulus","piui-verdadeiro-do-oeste",NA
"Contopus albogularis","piui-queixado","Pouco Preocupante"
"Contopus nigrescens","piui-preto","Pouco Preocupante"
"Satrapa icterophrys","suiriri-pequeno","Pouco Preocupante"
"Syrtidicola fluviatilis","gaucha-d'agua","Pouco Preocupante"
"Muscisaxicola maculirostris","gaucha-de-bico-manchado",NA
"Muscisaxicola maclovianus","gaucha-de-cara-suja","Pouco Preocupante"
"Muscisaxicola capistratus","gaucha-de-barriga-alaranjada",NA
"Lessonia rufa","colegial","Pouco Preocupante"
"Hymenops perspicillatus","viuvinha-de-oculos","Pouco Preocupante"
"Knipolegus orenocensis","maria-preta-ribeirinha","Pouco Preocupante"
"Knipolegus poecilurus","maria-preta-de-cauda-ruiva","Pouco Preocupante"
"Knipolegus poecilocercus","maria-preta-do-igapo","Pouco Preocupante"
"Knipolegus franciscanus","maria-preta-do-nordeste","Pouco Preocupante"
"Knipolegus lophotes","maria-preta-de-penacho","Pouco Preocupante"
"Knipolegus nigerrimus","maria-preta-de-garganta-vermelha","Pouco Preocupante"
"Knipolegus cyanirostris","maria-preta-de-bico-azulado","Pouco Preocupante"
"Knipolegus striaticeps","maria-preta-acinzentada","Pouco Preocupante"
"Knipolegus hudsoni","maria-preta-do-sul","Pouco Preocupante"
"Knipolegus aterrimus","maria-preta-bate-rabo","Pouco Preocupante"
"Xolmis irupero","noivinha","Pouco Preocupante"
"Xolmis velatus","noivinha-branca","Pouco Preocupante"
"Nengetus cinereus","primavera","Pouco Preocupante"
"Nengetus coronatus","noivinha-coroada","Pouco Preocupante"
"Nengetus rubetra","noivinha-castanha","Pouco Preocupante"
"Nengetus rufiventris","gaucho-chocolate","Pouco Preocupante"
"Agriornis micropterus","gaucho-de-barriga-cinza","Pouco Preocupante"
"Agriornis murinus","gauchinho","Pouco Preocupante"
"Cyclarhis gujanensis","pitiguari","Pouco Preocupante"
"Vireolanius leucotis","assobiador-do-castanhal","Pouco Preocupante"
"Hylophilus amaurocephalus","vite-vite-de-olho-cinza","Pouco Preocupante"
"Hylophilus poicilotis","verdinho-coroado","Pouco Preocupante"
"Hylophilus pectoralis","vite-vite-de-cabeca-cinza","Pouco Preocupante"
"Hylophilus semicinereus","verdinho-da-varzea","Pouco Preocupante"
"Hylophilus brunneiceps","vite-vite-de-cabeca-marrom","Pouco Preocupante"
"Hylophilus thoracicus","vite-vite","Pouco Preocupante"
"Tunchiornis ochraceiceps","vite-vite-uirapuru","Pouco Preocupante"
"Pachysylvia hypoxantha","vite-vite-de-barriga-amarela","Pouco Preocupante"
"Pachysylvia muscicapina","vite-vite-camurca","Pouco Preocupante"
"Vireo sclateri","vite-vite-do-tepui","Pouco Preocupante"
"Vireo olivaceus","juruviara-boreal","Pouco Preocupante"
"Vireo chivi","juruviara","Pouco Preocupante"
"Vireo gracilirostris","juruviara-de-noronha","Quase Ameaçada"
"Vireo flavoviridis","juruviara-verde-amarelada","Pouco Preocupante"
"Vireo altiloquus","juruviara-barbuda","Pouco Preocupante"
"Cyanocorax violaceus","gralha-violacea","Pouco Preocupante"
"Cyanocorax cyanomelas","gralha-do-pantanal","Pouco Preocupante"
"Cyanocorax caeruleus","gralha-azul","Quase Ameaçada"
"Cyanocorax cristatellus","gralha-do-campo","Pouco Preocupante"
"Cyanocorax cayanus","gralha-da-guiana","Pouco Preocupante"
"Cyanocorax heilprini","gralha-de-nuca-azul","Pouco Preocupante"
"Cyanocorax hafferi","cancao-da-campina","Quase Ameaçada"
"Cyanocorax chrysops","gralha-picaca","Pouco Preocupante"
"Cyanocorax cyanopogon","gralha-canca","Pouco Preocupante"
"Pygochelidon cyanoleuca","andorinha-pequena-de-casa","Pouco Preocupante"
"Pygochelidon melanoleuca","andorinha-de-coleira","Pouco Preocupante"
"Alopochelidon fucata","andorinha-morena","Pouco Preocupante"
"Atticora fasciata","peitoril","Pouco Preocupante"
"Atticora tibialis","calcinha-branca","Pouco Preocupante"
"Stelgidopteryx ruficollis","andorinha-serradora","Pouco Preocupante"
"Progne tapera","andorinha-do-campo","Pouco Preocupante"
"Progne subis","andorinha-azul","Pouco Preocupante"
"Progne dominicensis","andorinha-do-caribe",NA
"Progne cryptoleuca","andorinha-cubana",NA
"Progne chalybea","andorinha-grande","Pouco Preocupante"
"Progne elegans","andorinha-do-sul","Pouco Preocupante"
"Tachycineta albiventer","andorinha-do-rio","Pouco Preocupante"
"Tachycineta leucorrhoa","andorinha-de-sobre-branco","Pouco Preocupante"
"Tachycineta leucopyga","andorinha-chilena","Pouco Preocupante"
"Riparia riparia","andorinha-do-barranco","Pouco Preocupante"
"Hirundo rustica","andorinha-de-bando","Pouco Preocupante"
"Petrochelidon pyrrhonota","andorinha-de-dorso-acanelado","Pouco Preocupante"
"Microcerculus marginatus","uirapuru-veado","Pouco Preocupante"
"Microcerculus ustulatus","flautista-do-tepui","Pouco Preocupante"
"Microcerculus bambla","uirapuru-de-asa-branca","Pouco Preocupante"
"Odontorchilus cinereus","cambaxirra-cinzenta","Quase Ameaçada"
"Troglodytes musculus","corruira",NA
"Troglodytes rufulus","corruira-do-tepui","Pouco Preocupante"
"Cistothorus platensis","corruira-do-campo","Pouco Preocupante"
"Campylorhynchus griseus","garrincha-dos-lhanos","Pouco Preocupante"
"Campylorhynchus turdinus","catatau","Pouco Preocupante"
"Pheugopedius genibarbis","garrinchao-pai-avo","Pouco Preocupante"
"Pheugopedius coraya","garrinchao-coraia","Pouco Preocupante"
"Cantorchilus leucotis","garrinchao-de-barriga-vermelha","Pouco Preocupante"
"Cantorchilus longirostris","garrinchao-de-bico-grande","Pouco Preocupante"
"Cantorchilus guarayanus","garrincha-do-oeste","Pouco Preocupante"
"Cantorchilus griseus","garrincha-cinza","Pouco Preocupante"
"Henicorhina leucosticta","uirapuru-de-peito-branco","Pouco Preocupante"
"Cyphorhinus arada","uirapuru-da-guiana","Pouco Preocupante"
"Cyphorhinus transfluvialis","uirapuru-do-imeri",NA
"Cyphorhinus modulator","uirapuru-ferrugineo",NA
"Cyphorhinus interpositus","uirapuru-de-orelha-alaranjada",NA
"Cyphorhinus griseolateralis","uirapuru-de-flancos-cinza",NA
"Microbates collaris","chirito-de-coleira","Pouco Preocupante"
"Ramphocaenus melanurus","chirito","Pouco Preocupante"
"Ramphocaenus sticturus","chirito-do-bambu",NA
"Polioptila innotata","balanca-rabo-de-roraima",NA
"Polioptila dumicola","balanca-rabo-de-mascara","Pouco Preocupante"
"Polioptila atricapilla","balanca-rabo-do-nordeste",NA
"Polioptila plumbea","balanca-rabo-de-chapeu-preto","Pouco Preocupante"
"Polioptila parvirostris","balanca-rabo-do-acre",NA
"Polioptila lactea","balanca-rabo-leitoso","Quase Ameaçada"
"Polioptila guianensis","balanca-rabo-guianense","Pouco Preocupante"
"Polioptila paraensis","balanca-rabo-paraense",NA
"Polioptila attenboroughi","balanca-rabo-do-inambari",NA
"Polioptila facilis","balanca-rabo-do-rio-negro",NA
"Donacobius atricapilla","japacanim","Pouco Preocupante"
"Catharus aurantiirostris","sabiazinho-de-bico-laranja",NA
"Catharus fuscescens","sabiazinho-norte-americano","Pouco Preocupante"
"Catharus minimus","sabiazinho-de-cara-cinza","Pouco Preocupante"
"Catharus swainsoni","sabiazinho-de-oculos","Pouco Preocupante"
"Cichlopsis leucogenys","sabia-castanho","Em Perigo"
"Turdus iliacus","sabia-ruivo","Quase Ameaçada"
"Turdus leucops","sabia-preto","Pouco Preocupante"
"Turdus flavipes","sabia-una","Pouco Preocupante"
"Turdus leucomelas","sabia-barranco","Pouco Preocupante"
"Turdus fumigatus","sabia-da-mata","Pouco Preocupante"
"Turdus hauxwelli","sabia-bicolor","Pouco Preocupante"
"Turdus rufiventris","sabia-laranjeira","Pouco Preocupante"
"Turdus nudigenis","caraxue","Pouco Preocupante"
"Turdus sanchezorum","sabia-da-varzea","Pouco Preocupante"
"Turdus lawrencii","caraxue-de-bico-amarelo","Pouco Preocupante"
"Turdus murinus","caraxue-dos-tepuis",NA
"Turdus amaurochalinus","sabia-poca","Pouco Preocupante"
"Turdus arthuri","caraxue-da-campina","Pouco Preocupante"
"Turdus debilis","caraxue-da-varzea",NA
"Turdus olivater","sabia-de-cabeca-preta","Pouco Preocupante"
"Turdus subalaris","sabia-ferreiro","Pouco Preocupante"
"Turdus albicollis","sabia-coleira","Pouco Preocupante"
"Mimus gilvus","sabia-da-praia","Pouco Preocupante"
"Mimus saturninus","sabia-do-campo","Pouco Preocupante"
"Mimus triurus","calhandra-de-tres-rabos","Pouco Preocupante"
"Sturnus vulgaris","estorninho",NA
"Estrilda astrild","bico-de-lacre","Pouco Preocupante"
"Passer domesticus","pardal","Pouco Preocupante"
"Anthus chii","caminheiro-zumbidor","Pouco Preocupante"
"Anthus furcatus","caminheiro-de-unha-curta","Pouco Preocupante"
"Anthus correndera","caminheiro-de-espora","Pouco Preocupante"
"Anthus nattereri","caminheiro-dourado","Vulnerável"
"Cardellina canadensis","mariquita-do-canada","Pouco Preocupante"
"Anthus hellmayri","caminheiro-de-barriga-acanelada","Pouco Preocupante"
"Carduelis carduelis","pintassilgo-europeu","Pouco Preocupante"
"Spinus yarrellii","pintassilgo-do-nordeste","Vulnerável"
